5
10
3600
360000000
0.0,0.0,0.0,		0.0,0.0,0.0,		1.9891D+30
0.57909D+11,0.0,0.0,	0.0,4.7D+04,0.0,		0.3301D+24
1.08209D+11,0.0,0.0,	0.0,3.5D+04,0.0,		4.8675D+24
1.49596D+11,0.0,0.0,	0.0,2.9D+04,0.0,		5.9724D+24
2.27923D+11,0.0,0.0,	0.0,2.4D+04,0.0,		0.6417D+24
7.78570D+11,0.0,0.0,	0.0,1.3D+04,0.0,		1898.1D+24
14.3352D+11,0.0,0.0,	0.0,0.9D+04,0.0,		568.34D+24
28.7246D+11,0.0,0.0,	0.0,0.6D+04,0.0,		86.813D+24
44.9506D+11,0.0,0.0,	0.0,0.5D+04,0.0,		102.41D+24
